ID_CLIENTE,SAFRA_REF,PROBABILIDADE_INADIMPLENCIA
8784237149961904,2021-07,0.03693973154600133
8784237149961904,2021-07,0.04570885727092728
8784237149961904,2021-07,0.051992087821114315
8784237149961904,2021-08,0.04172904854098966
8784237149961904,2021-08,0.06491292480290349
8784237149961904,2021-08,0.059963230417101485
8784237149961904,2021-08,0.05942295545107304
8784237149961904,2021-08,0.07256134862501633
8784237149961904,2021-08,0.069228015291683
8784237149961904,2021-08,0.05725250270865786
8784237149961904,2021-08,0.05937148601522329
8784237149961904,2021-09,0.06590836164187538
8784237149961904,2021-09,0.0659292960307832
8784237149961904,2021-09,0.07289076730036712
8784237149961904,2021-10,0.0962238098093591
8784237149961904,2021-10,0.09839241790411142
8784237149961904,2021-10,0.08219718569668742
8784237149961904,2021-10,0.08213441264077669
8784237149961904,2021-10,0.08417109142059313
8784237149961904,2021-10,0.08441800500084005
8784237149961904,2021-11,0.066676989634277
8784237149961904,2021-11,0.0796799290816609
8784237149961904,2021-11,0.07376429122157858
8784237149961904,2021-11,0.07620373860547042
8784237149961904,2021-11,0.07620373860547042
15070048310374146,2021-07,0.25917590062955603
15070048310374146,2021-08,0.3327397832290552
15070048310374146,2021-08,0.28857311656238854
15070048310374146,2021-09,0.3320381553954568
15070048310374146,2021-10,0.312184706272245
15070048310374146,2021-10,0.312184706272245
18719614953021044,2021-08,0.2782362672032842
18719614953021044,2021-09,0.34490139605916337
39547025441582855,2021-07,0.794792932354959
39547025441582855,2021-08,0.06385409297620163
39547025441582855,2021-08,0.064224463346572
39547025441582855,2021-08,0.07995730146486672
39547025441582855,2021-09,0.2767514244484982
39547025441582855,2021-09,0.11945352808744293
39547025441582855,2021-09,0.1078843416674735
39547025441582855,2021-10,0.06722230505380249
39547025441582855,2021-10,0.050739954534684495
39547025441582855,2021-11,0.29593518220177023
49632905576538927,2021-07,0.001485194034756912
49632905576538927,2021-08,0.006853411052045764
49632905576538927,2021-11,0.004239835471755051
51762959302415533,2021-09,0.07253069813125258
51762959302415533,2021-10,0.06625221372375399
66220087398241662,2021-08,0.0060445166905648984
66220087398241662,2021-09,0.01933378884717941
66220087398241662,2021-09,0.01933378884717941
66220087398241662,2021-09,0.01933378884717941
66220087398241662,2021-10,0.017719004082765874
66220087398241662,2021-10,0.012573482109332951
66220087398241662,2021-10,0.02369982246117461
66220087398241662,2021-11,0.023431360699103485
66220087398241662,2021-11,0.0036133686687156567
66220087398241662,2021-11,0.019098027365770147
69766362497027920,2021-07,0.44335632918953566
69766362497027920,2021-08,0.5373874984922409
69766362497027920,2021-08,0.5057290562506549
69766362497027920,2021-09,0.5206019876417408
69766362497027920,2021-09,0.5181019876417408
69766362497027920,2021-09,0.5392833063230595
69766362497027920,2021-10,0.417804608551289
86110062990790869,2021-07,0.08953138150070197
86110062990790869,2021-07,0.10464063554714814
86110062990790869,2021-08,0.2189349415204678
86110062990790869,2021-08,0.2225437850578828
86110062990790869,2021-09,0.2759861111111111
86110062990790869,2021-09,0.16946514868573692
86110062990790869,2021-09,0.1757769796196609
86110062990790869,2021-09,0.19335932857991683
86110062990790869,2021-10,0.13224594989510957
86110062990790869,2021-10,0.16763483878399846
89342157110910412,2021-10,0.07295701179318469
89342157110910412,2021-10,0.0562641461059854
93982185886107798,2021-07,0.0014294873136849095
93982185886107798,2021-07,0.0014294873136849095
93982185886107798,2021-07,0.001270237928943318
93982185886107798,2021-07,0.007219623549585206
93982185886107798,2021-08,0.01900770980752839
93982185886107798,2021-08,0.011187842200346975
93982185886107798,2021-09,0.03768567417921432
93982185886107798,2021-09,0.03403141287267091
93982185886107798,2021-10,0.030950770098578353
93982185886107798,2021-10,0.024649001056032165
93982185886107798,2021-11,0.1403653803811663
93982185886107798,2021-11,0.015522364096937752
107343823625119033,2021-07,0.04509524870583622
107343823625119033,2021-08,0.056539680532341235
107343823625119033,2021-08,0.2393217668061756
107343823625119033,2021-08,0.06731012078391356
107343823625119033,2021-08,0.05587301386567456
107343823625119033,2021-08,0.05432665796876774
107343823625119033,2021-09,0.3060003885003885
107343823625119033,2021-09,0.038232194223030105
107343823625119033,2021-09,0.039898860889696776
107343823625119033,2021-09,0.037142314534424306
107343823625119033,2021-09,0.037142314534424306
107343823625119033,2021-10,0.06777151211361737
107343823625119033,2021-11,0.06027151211361738
107343823625119033,2021-11,0.06027151211361738
107343823625119033,2021-11,0.0774937343358396
113538242419211987,2021-07,0.027104271594169914
113538242419211987,2021-11,0.04709443534889724
121658372387044248,2021-07,0.004916971692484756
121658372387044248,2021-07,0.010418000401940446
121658372387044248,2021-07,0.012522329691294893
121658372387044248,2021-08,0.01622394881815159
121658372387044248,2021-08,0.01622394881815159
121658372387044248,2021-08,0.012890615484818256
121658372387044248,2021-10,0.006278113992298965
121658372387044248,2021-10,0.011665036926465712
121658372387044248,2021-10,0.06389274579809447
121658372387044248,2021-11,0.06802796592388063
165658847908185334,2021-07,0.054086639026136904
165658847908185334,2021-10,0.05913617279746987
170089315547146305,2021-07,0.350675280425555
170089315547146305,2021-07,0.3164355143436837
170089315547146305,2021-07,0.4214339502527589
170089315547146305,2021-07,0.31710218101035037
170089315547146305,2021-08,0.3400806623748988
170089315547146305,2021-08,0.2843391339232761
170089315547146305,2021-08,0.6956831673410105
170089315547146305,2021-08,0.3169860204139866
170089315547146305,2021-08,0.4293333842876005
170089315547146305,2021-08,0.30400871660325746
170089315547146305,2021-08,0.36196125821369357
170089315547146305,2021-08,0.30438815879848913
170089315547146305,2021-08,0.37258066237489873
170089315547146305,2021-08,0.3415694533114903
170089315547146305,2021-08,0.34656945331149025
170089315547146305,2021-08,0.3400806623748988
170089315547146305,2021-09,0.2899318470190363
170089315547146305,2021-09,0.34273987333362127
170089315547146305,2021-09,0.37763622490907733
170089315547146305,2021-09,0.3429493908786854
170089315547146305,2021-09,0.29326518035236965
170089315547146305,2021-09,0.3065220646196524
170089315547146305,2021-10,0.33702642187986037
170089315547146305,2021-10,0.4354970112639335
170089315547146305,2021-10,0.3798071666906466
170089315547146305,2021-10,0.3789738333573133
170089315547146305,2021-10,0.35627780439191603
170089315547146305,2021-10,0.34499402060813233
170089315547146305,2021-10,0.43573229801053137
170089315547146305,2021-11,0.3482139548389978
170089315547146305,2021-11,0.3552875988495571
170089315547146305,2021-11,0.339325065950109
170089315547146305,2021-11,0.31627693056369527
175003104385133396,2021-07,0.5670722686551176
175003104385133396,2021-07,0.1056902435588456
175003104385133396,2021-08,0.1133257002190328
175003104385133396,2021-09,0.09613326109361746
175003104385133396,2021-09,0.10688529028213525
175003104385133396,2021-10,0.5051767676767677
175003104385133396,2021-10,0.1531594756920921
175003104385133396,2021-10,0.16575389812933286
175003104385133396,2021-11,0.09113064763063414
180672270337706285,2021-07,0.5794387659804415
180672270337706285,2021-07,0.546849928653563
180672270337706285,2021-07,0.5398128916165259
180672270337706285,2021-07,0.6199545194297572
180672270337706285,2021-07,0.6190898577756218
180672270337706285,2021-07,0.6401813828415467
180672270337706285,2021-07,0.636006831228954
180672270337706285,2021-08,0.7537026160090928
180672270337706285,2021-08,0.5823212369731926
180672270337706285,2021-08,0.5714556877936899
180672270337706285,2021-08,0.5100792839034031
180672270337706285,2021-09,0.5057451997179483
180672270337706285,2021-09,0.49386326057056296
180672270337706285,2021-10,0.5799014824988575
180672270337706285,2021-10,0.46289897356466697
180672270337706285,2021-10,0.5653303324013916
180672270337706285,2021-10,0.4346283268797733
187117706370645370,2021-07,0.5368847781581189
187117706370645370,2021-07,0.5848899235380433
187117706370645370,2021-07,0.554333353563102
187117706370645370,2021-07,0.4565812774022457
187117706370645370,2021-07,0.4921139516570388
187117706370645370,2021-08,0.5420898964999828
187117706370645370,2021-08,0.5003939323724174
187117706370645370,2021-08,0.4553618460892825
187117706370645370,2021-08,0.4319130890523776
187117706370645370,2021-09,0.4522908740238046
187117706370645370,2021-09,0.2908813708691857
187117706370645370,2021-09,0.33057965622940594
187117706370645370,2021-09,0.3339325266609792
187117706370645370,2021-09,0.2612866670240064
187117706370645370,2021-09,0.267383274604388
187117706370645370,2021-09,0.300013411356597
187117706370645370,2021-09,0.48252782053211934
187117706370645370,2021-10,0.4192306293846984
187117706370645370,2021-10,0.38906682957605787
187117706370645370,2021-10,0.37951660753936334
187117706370645370,2021-10,0.2667551120881774
187117706370645370,2021-10,0.22294386794375598
187117706370645370,2021-10,0.4583617173066664
187117706370645370,2021-11,0.3284097314724514
187117706370645370,2021-11,0.45250661903933026
187117706370645370,2021-11,0.39113589154136863
187117706370645370,2021-11,0.34511826555345276
191536915328669008,2021-07,0.7687544523204375
191536915328669008,2021-07,0.7786040937036164
191536915328669008,2021-10,0.8374001724122354
209314261782935157,2021-10,0.6856555271554629
209477776078372134,2021-07,0.07624462863869544
209477776078372134,2021-07,0.07624462863869544
209477776078372134,2021-07,0.08100888208411203
209477776078372134,2021-07,0.06807522973159161
226405871752897670,2021-07,0.028658958412235685
226405871752897670,2021-08,0.04383113451543989
226405871752897670,2021-08,0.04052311193768441
226405871752897670,2021-08,0.03949240380496456
226405871752897670,2021-08,0.03949240380496456
226405871752897670,2021-08,0.047558153546445645
226405871752897670,2021-08,0.04745840034523311
226405871752897670,2021-09,0.03398774241836108
226405871752897670,2021-09,0.03430220244286412
226405871752897670,2021-11,0.0417784145841337
234898976850399181,2021-07,0.07470957830597413
234898976850399181,2021-07,0.06692234596913896
234898976850399181,2021-07,0.07839116553594848
234898976850399181,2021-08,0.07751926569674211
234898976850399181,2021-09,0.03270370370370371
234898976850399181,2021-09,0.04202994243165
234898976850399181,2021-10,0.18996975651615255
234898976850399181,2021-10,0.08117201494045691
234898976850399181,2021-10,0.07799924068176457
234898976850399181,2021-11,0.05047177117227261
234898976850399181,2021-11,0.07321875000000001
238894451665334246,2021-11,0.4647287697105575
255928150711119413,2021-09,0.5088040772705303
257162352336759783,2021-07,0.02726124871639676
257162352336759783,2021-08,0.05502599117207268
257162352336759783,2021-08,0.04670975185583336
257162352336759783,2021-08,0.04670975185583336
257162352336759783,2021-08,0.03278766138289305
257162352336759783,2021-09,0.06044792310133486
257162352336759783,2021-09,0.06046492990405594
257162352336759783,2021-09,0.06046492990405594
257162352336759783,2021-10,0.05486764589558025
257162352336759783,2021-10,0.047384818557069774
257162352336759783,2021-10,0.05350008878107982
257162352336759783,2021-10,0.049690564971556016
257162352336759783,2021-11,0.052362624026687316
257162352336759783,2021-11,0.048693543147341624
257162352336759783,2021-11,0.04552063571947326
257162352336759783,2021-11,0.048400486796100366
257162352336759783,2021-11,0.04543839509375437
271068078606473697,2021-07,0.03471641693324676
271068078606473697,2021-10,0.02882669242786368
271068078606473697,2021-11,0.01221399187647386
274692171162531764,2021-07,0.00733779761904762
274692171162531764,2021-07,0.00844890873015873
274692171162531764,2021-07,0.00844890873015873
274692171162531764,2021-07,0.00905531914893617
274692171162531764,2021-07,0.01294420803782506
274692171162531764,2021-07,0.017071473601260833
274692171162531764,2021-07,0.01994420803782506
274692171162531764,2021-07,0.01994420803782506
274692171162531764,2021-08,0.021610874704491724
274692171162531764,2021-08,0.02299976359338061
274692171162531764,2021-08,0.020499763593380613
274692171162531764,2021-08,0.02299976359338061
274692171162531764,2021-08,0.021610874704491724
274692171162531764,2021-08,0.030759654037053413
274692171162531764,2021-08,0.039092987370386745
274692171162531764,2021-08,0.03798187625927563
274692171162531764,2021-09,0.07078582808275599
274692171162531764,2021-09,0.07828094577213825
274692171162531764,2021-09,0.07661427910547158
274692171162531764,2021-09,0.07828094577213825
274692171162531764,2021-09,0.07661427910547158
274692171162531764,2021-09,0.068845382695346
274692171162531764,2021-09,0.068845382695346
274692171162531764,2021-09,0.08194033935413245
274692171162531764,2021-09,0.068845382695346
274692171162531764,2021-09,0.068845382695346
274692171162531764,2021-10,0.09454351395730706
274692171162531764,2021-10,0.09589272030651341
274692171162531764,2021-10,0.09265226100222432
274692171162531764,2021-10,0.09598559433555764
274692171162531764,2021-10,0.10394591179587512
274692171162531764,2021-10,0.07169990984899706
274692171162531764,2021-10,0.0750332431823304
287529573188507001,2021-07,0.018147760504070565
287529573188507001,2021-09,0.022508523800556228
287529573188507001,2021-10,0.022627978494685997
295375823203017296,2021-07,0.015275616668120714
295375823203017296,2021-07,0.017269012192163834
295375823203017296,2021-07,0.012744712471837732
295375823203017296,2021-07,0.01554095565039028
295375823203017296,2021-07,0.01724773776931699
295375823203017296,2021-08,0.020566810314869854
295375823203017296,2021-09,0.015870032686962462
295375823203017296,2021-09,0.012536699353629131
295375823203017296,2021-10,0.013849345350820113
295375823203017296,2021-10,0.029087995154175796
295375823203017296,2021-11,0.021760578680732754
295375823203017296,2021-11,0.008842960727889686
312543480920432545,2021-07,0.3051388888888889
312543480920432545,2021-07,0.006905269381591717
312543480920432545,2021-07,0.00773860271492505
312543480920432545,2021-07,0.012406123935968294
312543480920432545,2021-07,0.010167299088908368
312543480920432545,2021-07,0.011833965755575033
312543480920432545,2021-08,0.011924055845665122
